input_file,lua_result,lua_jit_result,gopher_lua_result,lua2c_result
"./minimized-corpus/id:003285,src:003213+000274,time:1771334,execs:1343293,op:libgrammarmutator-lua,pos:0",0,0,0,1
"./minimized-corpus/id:003286,src:003213+002162,time:1771400,execs:1343343,op:libgrammarmutator-lua,pos:0",0,0,0,1
"./minimized-corpus/id:003298,src:003112+003060,time:1600621,execs:1251101,op:libgrammarmutator-lua,pos:0",1,1,1,0
"./minimized-corpus/id:003330,src:003313+001017,time:1711904,execs:1317552,op:libgrammarmutator-lua,pos:0",0,0,0,1
"./minimized-corpus/id:003343,sync:fuzzer1,src:002734",0,0,0,1
"./minimized-corpus/id:003354,src:001660+002155,time:1700455,execs:1305430,op:libgrammarmutator-lua,pos:0",0,0,0,1
"./minimized-corpus/id:003361,src:003196+002233,time:1722395,execs:1325947,op:libgrammarmutator-lua,pos:0",0,0,0,1
"./minimized-corpus/id:003365,src:003196+000657,time:1728634,execs:1328026,op:libgrammarmutator-lua,pos:0",0,0,0,1
"./minimized-corpus/id:003379,sync:fuzzer1,src:002615,+cov",0,0,0,1
"./minimized-corpus/id:003380,sync:fuzzer1,src:002616,+cov",0,0,1,1
"./minimized-corpus/id:003381,sync:fuzzer1,src:002617,+cov",0,0,0,1
"./minimized-corpus/id:003383,sync:fuzzer1,src:002954",0,0,0,1
"./minimized-corpus/id:003384,src:003329+001048,time:1742746,execs:1339248,op:libgrammarmutator-lua,pos:0",0,0,0,1
"./minimized-corpus/id:003384,sync:fuzzer1,src:002620",0,0,1,1
"./minimized-corpus/id:003387,src:003329+002842,time:1742972,execs:1339405,op:libgrammarmutator-lua,pos:0",0,0,0,1
"./minimized-corpus/id:003407,src:003330+001780,time:1760356,execs:1354982,op:libgrammarmutator-lua,pos:0",0,0,0,1
"./minimized-corpus/id:003409,sync:fuzzer1,src:002714",0,0,0,1
"./minimized-corpus/id:003417,sync:fuzzer1,src:002731",0,0,0,1
"./minimized-corpus/id:003419,src:003372+002650,time:1790602,execs:1378353,op:libgrammarmutator-lua,pos:0",0,0,0,1
"./minimized-corpus/id:003420,src:003372+001698,time:1790885,execs:1378752,op:libgrammarmutator-lua,pos:0",0,0,0,1
"./minimized-corpus/id:003422,sync:fuzzer1,src:002746",0,0,1,1
"./minimized-corpus/id:003425,src:003372+001296,time:1793192,execs:1380479,op:libgrammarmutator-lua,pos:0",0,0,0,1
"./minimized-corpus/id:003426,src:003372+001982,time:1793330,execs:1380545,op:libgrammarmutator-lua,pos:0",0,0,0,1
"./minimized-corpus/id:003431,src:003372+000045,time:1793967,execs:1380962,op:libgrammarmutator-lua,pos:0",0,0,1,1
"./minimized-corpus/id:003437,sync:fuzzer1,src:002855",0,0,0,1
"./minimized-corpus/id:003441,sync:fuzzer1,src:002860",0,0,0,1
"./minimized-corpus/id:003456,src:003160+003217,time:1852107,execs:1404001,op:libgrammarmutator-lua,pos:0",0,1,1,1
"./minimized-corpus/id:003460,src:003160+002872,time:1853039,execs:1404128,op:libgrammarmutator-lua,pos:0",0,1,1,1
"./minimized-corpus/id:003463,src:003160+001947,time:1854676,execs:1404397,op:libgrammarmutator-lua,pos:0",0,1,1,1
"./minimized-corpus/id:003466,src:003160+003347,time:1855930,execs:1404559,op:libgrammarmutator-lua,pos:0,+cov",0,1,1,1
"./minimized-corpus/id:003470,src:003160+002042,time:1857125,execs:1404739,op:libgrammarmutator-lua,pos:0",0,1,1,1
"./minimized-corpus/id:003477,sync:fuzzer1,src:001772",0,0,0,1
"./minimized-corpus/id:003478,sync:fuzzer1,src:002953",0,0,0,1
"./minimized-corpus/id:003486,sync:fuzzer1,src:003197",0,0,0,1
"./minimized-corpus/id:003493,sync:fuzzer1,src:002994",0,0,0,1
"./minimized-corpus/id:003499,sync:fuzzer1,src:003004",0,1,1,1
"./minimized-corpus/id:003503,sync:fuzzer1,src:002614,+cov",1,1,1,0
"./minimized-corpus/id:003514,sync:fuzzer1,src:003220",0,0,0,1
"./minimized-corpus/id:003522,sync:fuzzer1,src:003240",0,0,0,1
"./minimized-corpus/id:003532,sync:fuzzer1,src:002695",0,0,0,1
"./minimized-corpus/id:003533,sync:fuzzer1,src:002696",0,0,0,1
"./minimized-corpus/id:003562,sync:fuzzer1,src:002956",0,0,0,1
"./minimized-corpus/id:003570,sync:fuzzer1,src:003326",0,0,1,1
"./minimized-corpus/id:003581,sync:fuzzer1,src:002999,+cov",0,1,1,0
"./minimized-corpus/id:003664,sync:fuzzer1,src:003356",0,0,0,1
"./minimized-corpus/id:003668,sync:fuzzer1,src:003360",0,0,0,1
"./minimized-corpus/id:003732,sync:fuzzer1,src:003359",0,0,0,1
"./minimized-corpus/id:003762,sync:fuzzer1,src:003612",0,0,0,1
"./minimized-corpus/id:003773,sync:fuzzer1,src:003431,+cov",0,0,1,1
"./minimized-corpus/id:003814,sync:fuzzer1,src:003493",0,0,0,1
"./minimized-corpus/id:003821,sync:fuzzer1,src:003502",0,0,1,1
"./minimized-corpus/id:003841,sync:fuzzer1,src:003718,+cov",0,0,0,1
"./minimized-corpus/id:003843,sync:fuzzer1,src:003720,+cov",0,0,0,1
"./minimized-corpus/id:003846,sync:fuzzer1,src:003723,+cov",0,0,0,1
"./minimized-corpus/id:003860,sync:fuzzer1,src:003568",0,0,0,1
"./minimized-corpus/id:003890,sync:fuzzer1,src:003602",1,1,1,0
"./minimized-corpus/id:003895,sync:fuzzer1,src:003609,+cov",0,0,1,0
"./minimized-corpus/id:003958,sync:fuzzer7,src:002763",0,0,0,1
"./minimized-corpus/id:003977,sync:fuzzer1,src:003756",0,0,0,1
"./minimized-corpus/id:004020,sync:fuzzer1,src:003967",0,0,0,1
"./minimized-corpus/id:004028,sync:fuzzer1,src:003976",0,0,0,1
"./minimized-corpus/id:004029,sync:fuzzer1,src:003978",0,0,0,1
"./minimized-corpus/id:004030,sync:fuzzer1,src:003979",0,0,0,1
"./minimized-corpus/id:004040,sync:fuzzer1,src:003996",0,0,1,1
"./minimized-corpus/id:004042,sync:fuzzer1,src:003998",0,0,0,1
"./minimized-corpus/id:004043,sync:fuzzer1,src:003999",0,0,0,1
"./minimized-corpus/id:004044,sync:fuzzer1,src:004000",0,0,1,1
"./minimized-corpus/id:004057,sync:fuzzer1,src:004015",0,0,0,1
"./minimized-corpus/id:004061,sync:fuzzer1,src:003868",0,0,1,0
"./minimized-corpus/id:004070,sync:fuzzer1,src:004037,+cov",0,0,0,1
"./minimized-corpus/id:004071,sync:fuzzer1,src:004038",0,0,0,1
"./minimized-corpus/id:004087,sync:fuzzer1,src:004054",0,0,0,1
"./minimized-corpus/id:004117,sync:fuzzer1,src:004090",0,0,0,1
"./minimized-corpus/id:004122,sync:fuzzer7,src:003302",0,0,1,1
"./minimized-corpus/id:004125,sync:fuzzer1,src:004103",0,0,1,1
"./minimized-corpus/id:004126,sync:fuzzer1,src:004105",0,0,0,1
"./minimized-corpus/id:004127,sync:fuzzer1,src:004107",0,0,0,1
"./minimized-corpus/id:004129,sync:fuzzer1,src:004111",0,0,1,1
"./minimized-corpus/id:004136,sync:fuzzer1,src:004118",0,0,1,0
"./minimized-corpus/id:004141,sync:fuzzer1,src:004126",0,0,0,1
"./minimized-corpus/id:004149,sync:fuzzer1,src:004135",0,0,0,1
"./minimized-corpus/id:004150,sync:fuzzer1,src:004137",0,0,0,1
"./minimized-corpus/id:004155,sync:fuzzer1,src:004142",0,0,0,1
"./minimized-corpus/id:004156,sync:fuzzer1,src:004144",0,0,0,1
"./minimized-corpus/id:004160,sync:fuzzer1,src:004152",0,0,0,1
"./minimized-corpus/id:004164,sync:fuzzer1,src:004157",0,0,0,1
"./minimized-corpus/id:004166,sync:fuzzer1,src:004159",0,0,0,1
"./minimized-corpus/id:004169,sync:fuzzer1,src:004162",0,0,0,1
"./minimized-corpus/id:004170,sync:fuzzer1,src:004163",0,0,1,1
"./minimized-corpus/id:004178,sync:fuzzer1,src:004171",0,0,1,1
"./minimized-corpus/id:004182,sync:fuzzer1,src:004176",0,0,1,1
"./minimized-corpus/id:004205,sync:fuzzer1,src:004200",0,0,0,1
"./minimized-corpus/id:004224,sync:fuzzer5,src:002694",0,0,0,1
"./minimized-corpus/id:004225,sync:fuzzer5,src:002698",0,0,1,1
"./minimized-corpus/id:004227,sync:fuzzer5,src:002702",0,0,0,1
"./minimized-corpus/id:004228,sync:fuzzer5,src:002715",0,1,0,1
"./minimized-corpus/id:004230,sync:fuzzer5,src:002717,+cov",0,0,0,1
"./minimized-corpus/id:004234,sync:fuzzer5,src:002721",0,0,0,1
"./minimized-corpus/id:004245,sync:fuzzer5,src:002781",0,0,0,1
"./minimized-corpus/id:004267,sync:fuzzer5,src:002889",0,0,0,1
"./minimized-corpus/id:004269,sync:fuzzer5,src:002893",0,0,0,1
"./minimized-corpus/id:004290,sync:fuzzer5,src:002999",0,0,0,1
"./minimized-corpus/id:004293,sync:fuzzer5,src:003031",0,0,1,0
"./minimized-corpus/id:004307,sync:fuzzer5,src:003148",0,0,0,1
"./minimized-corpus/id:004313,sync:fuzzer5,src:003163",0,0,1,1
"./minimized-corpus/id:004315,sync:fuzzer5,src:003166",0,0,0,1
"./minimized-corpus/id:004316,sync:fuzzer5,src:003177",0,0,0,1
"./minimized-corpus/id:004321,sync:fuzzer5,src:003216",0,0,0,1
"./minimized-corpus/id:004323,sync:fuzzer5,src:003224",0,0,0,1
"./minimized-corpus/id:004333,sync:fuzzer5,src:003271",0,0,0,1
"./minimized-corpus/id:004334,sync:fuzzer5,src:003272",0,0,0,1
"./minimized-corpus/id:004335,sync:fuzzer5,src:003278",0,0,0,1
"./minimized-corpus/id:004336,sync:fuzzer5,src:003284",0,0,0,1
"./minimized-corpus/id:004337,sync:fuzzer5,src:003287",0,0,0,1
"./minimized-corpus/id:004339,sync:fuzzer5,src:003289",0,0,0,1
"./minimized-corpus/id:004347,sync:fuzzer2,src:002545",0,0,1,1
"./minimized-corpus/id:004388,sync:fuzzer3,src:002876",0,0,1,1
"./minimized-corpus/id:004389,sync:fuzzer3,src:002877",0,0,1,0
"./minimized-corpus/id:004391,sync:fuzzer3,src:002879",0,0,1,0
"./minimized-corpus/id:004396,sync:fuzzer3,src:002884",0,0,1,0
"./minimized-corpus/id:004402,sync:fuzzer3,src:003066",0,0,1,0
"./minimized-corpus/id:004443,sync:fuzzer6,src:003177",0,0,0,1
"./minimized-corpus/id:004452,sync:fuzzer4,src:002882",0,0,0,1
"./minimized-corpus/id:004517,sync:fuzzer4,src:003068",0,1,1,1
"./minimized-corpus/id:004532,sync:fuzzer4,src:003134",0,0,0,1
"./minimized-corpus/id:004613,sync:fuzzer4,src:003464",0,1,1,1
